Study_ID,Analysis_Split,Records_in_historical_906,Author_Year,Year,DOI_or_Link,Persistent_identifier_status,Canonical_Title_v35,Canonical_DOI_v35,Alignment_Status_v35,Evidence_URL_v35,Experiments_n,Records_n,Collection_methods,CLEAR_records,TRACEABLE_CAVEAT_records,REVIEW_FLAG_records,Best_Available_Title,Best_Available_Source_Identifier,Best_Identifier_Source,External_Verification_Date,Metadata_note
Zhao2019_RBZ,confirmation,9,Zhao_2019,2019,https://doi.org/10.1590/rbz4820180021,available_in_V44_study_index,"Effects of varying levels of dietary protein and net energy on growth performance, nitrogen balance",10.1590/rbz4820180021,SOURCE_VERIFIED_V33,https://doi.org/10.1590/rbz4820180021,3,9,total collection,0,9,0,,https://doi.org/10.1590/rbz4820180021,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Acciaioli2011_AFST,development,8,Acciaioli_2011,2011,https://doi.org/10.1016/j.anifeedsci.2011.05.009,available_in_V44_study_index,Comparison of total tract digestibility and nitrogen balance between Cinta Senese and Large White pigs fed on different levels of dietary crude protein,10.1016/j.anifeedsci.2011.05.009,EXTERNALLY_VERIFIED,https://doi.org/10.1016/j.anifeedsci.2011.05.009,2,8,7-d floor adaptation + 3-d cage adaptation + 4-d total feces and urine collection,0,0,8,Comparison of total tract digestibility and nitrogen balance between Cinta Senese and Large White pigs fed on different levels of dietary crude protein,https://doi.org/10.1016/j.anifeedsci.2011.05.009,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Acosta2016_JAS,development,10,Acosta_2016,2016,https://doi.org/10.2527/jas.2016.1161,available_in_V44_study_index,Digestion and nitrogen balance using swine diets containing increasing proportions of coproduct ingredients and formulated using the net energy system,10.2527/jas.2016.1161,SOURCE_VERIFIED_V33,https://doi.org/10.2527/jas.2016.1161,2,10,total collection + TiO2 marker,0,0,10,,https://doi.org/10.2527/jas.2016.1161,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Acosta2020_TAS_LactoseFP,development,4,Acosta_2020,2020,10.1093/tas/txaa045,available_in_V44_study_index,,,,,1,4,,0,4,0,,10.1093/tas/txaa045,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
An2025_JAST,development,8,An_2025,2025,https://doi.org/10.5187/jast.2024.e35,available_in_V44_study_index,Supplementation of protease with low protein diets improves incidence of frequency and nitrogen metabolism in weaned pigs,10.5187/jast.2024.e35,SOURCE_VERIFIED_V33,https://doi.org/10.5187/jast.2024.e35,2,8,metabolic cage total collection with Cr2O3 marker,0,8,0,,https://doi.org/10.5187/jast.2024.e35,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Antongiovanni2007_IJAS,development,3,Antongiovanni_2007,2007,https://doi.org/10.4081/ijas.2007.1s.245,available_in_V44_study_index,Effect of tannin supplementation on nitrogen digestibility and retention in growing pigs,10.4081/ijas.2007.1s.245,SOURCE_VERIFIED_V33,https://doi.org/10.4081/ijas.2007.1s.245,1,3,one-week total feces and urine collection in single metabolic cages within a 40-d feeding trial,0,3,0,,https://doi.org/10.4081/ijas.2007.1s.245,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Aquilani2019_Animals,development,4,Aquilani_2019,2019,https://doi.org/10.3390/ani9121021,available_in_V44_study_index,"Effects of Different Protein Levels on the Nitrogen Balance, Performance and Slaughtering Traits of Cinta Senese Growing Pigs",10.3390/ani9121021,SOURCE_VERIFIED_V33,https://doi.org/10.3390/ani9121021,1,4,metabolism crate total collection,0,0,4,,https://doi.org/10.3390/ani9121021,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Arredondo2019_AFST,development,7,Arredondo_2019,2019,https://doi.org/10.1016/j.anifeedsci.2019.01.001,available_in_V44_study_index,Increasing levels of microbial phytase increases the digestibility of energy and minerals in diets f,10.1016/j.anifeedsci.2019.01.001,SOURCE_VERIFIED_V33,https://doi.org/10.1016/j.anifeedsci.2019.01.001,1,7,metabolism crate total collection,0,0,7,,https://doi.org/10.1016/j.anifeedsci.2019.01.001,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Batorek2016_IC_FatContent,development,3,BatorekLukac_2016,2016,https://doi.org/10.1017/S1751731116000719,available_in_V44_study_index,Effect of high dietary fat content on heat production and lipid and protein deposition in growing immunocastrated male pigs,10.1017/S1751731116000719,EXTERNALLY_VERIFIED,https://doi.org/10.1017/S1751731116000719,1,3,respiration chamber balance with total feces/urine collection,0,0,3,Effect of high dietary fat content on heat production and lipid and protein deposition in growing immunocastrated male pigs,https://doi.org/10.1017/S1751731116000719,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Blank2012_AAN,development,8,Blank_2012,2012,https://doi.org/10.1080/1745039X.2012.663669,available_in_V44_study_index,Effect of dietary fibre on nitrogen retention and fibre associated threonine losses in growing pigs,10.1080/1745039x.2012.663669,SOURCE_VERIFIED_V33,https://doi.org/10.1080/1745039x.2012.663669,2,8,total collection,0,0,8,,https://doi.org/10.1080/1745039X.2012.663669,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Buchinski2024_CJAS,development,10,Buchinski_2024,2024,,not_available_in_V44_study_index,Effect of dietary nitrogen content and ammonium phosphate inclusion on lysine requirement for nitrogen retention in growing pigs,10.1139/cjas-2023-0111,EXTERNALLY_VERIFIED,https://doi.org/10.1139/cjas-2023-0111,2,10,total collection,0,10,0,Effect of dietary nitrogen content and ammonium phosphate inclusion on lysine requirement for nitrogen retention in growing pigs,10.1139/cjas-2023-0111,v35_verified_metadata_registry,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Cappelaere2024_JAS,development,6,Cappelaere_2024,2024,https://doi.org/10.1093/jas/skae317,available_in_V44_study_index,Environmental benefits of crude protein reduction in growing pig diets is it worth going further,10.1093/jas/skae317,SOURCE_VERIFIED_V33,https://doi.org/10.1093/jas/skae317,2,6,calculated from performance,0,6,0,,https://doi.org/10.1093/jas/skae317,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
CastroDereck2023_TAHP,development,5,CastroDereck_2023,2023,https://doi.org/10.1007/s11250-023-03725-x,available_in_V44_study_index,Effects of dietary xylanase plus β-glucanase levels on total-tract nutrient and energy digestibility,10.1007/s11250-023-03725-x,SOURCE_VERIFIED_V33,https://doi.org/10.1007/s11250-023-03725-x,1,5,total collection,0,0,5,,https://doi.org/10.1007/s11250-023-03725-x,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Ceron2016_MVZ,development,4,Ceron_2016,2016,,not_available_in_V44_study_index,Efficiency of threonine utilization in the growing pigs,10.21897/rmvz.24,EXTERNALLY_VERIFIED,https://doi.org/10.21897/rmvz.24,1,4,total collection metabolic cage,0,4,0,Efficiency of threonine utilization in the growing pigs,10.21897/rmvz.24,v35_verified_metadata_registry,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Chen2017_AKG,development,2,Chen_2017,2017,https://doi.org/10.1016/j.anifeedsci.2016.12.013,available_in_V44_study_index,"Title: Growth performance, nitrogen balance, and metabolism",10.1016/j.anifeedsci.2016.12.013,SOURCE_VERIFIED_V33,https://doi.org/10.1016/j.anifeedsci.2016.12.013,1,2,metabolism crate total collection,2,0,0,,https://doi.org/10.1016/j.anifeedsci.2016.12.013,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Choi2015_AAJS,development,5,Choi_2015,2015,,not_available_in_V44_study_index,"Influence of Rapeseed Meal on Growth Performance, Blood Profiles, Nutrient Digestibility and Economi",10.5713/ajas.14.0802,SOURCE_VERIFIED_V33,https://doi.org/10.5713/ajas.14.0802,1,5,total collection,0,5,0,,10.5713/ajas.14.0802,v35_verified_metadata_registry,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Choi2015_AJAS_RapeseedMeal,development,5,Choi_2015,2015,10.5713/ajas.14.0802,available_in_V44_study_index,,,,,1,5,,5,0,0,,10.5713/ajas.14.0802,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Corassa2024_Animals,development,5,Corassa_2024,2024,https://doi.org/10.3390/ani14142108,available_in_V44_study_index,Brazilian Corn Ethanol Coproducts for Pigs Feeding Value and Blood Parameters,10.3390/ani14142108,SOURCE_VERIFIED_V33,https://doi.org/10.3390/ani14142108,1,5,total collection,0,5,0,,https://doi.org/10.3390/ani14142108,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Cristobal2025_JAS,development,4,Cristobal_2025,2025,https://doi.org/10.1093/jas/skaf197,available_in_V44_study_index,"Replacement of soybean meal in diets for growing pigs with corn and synthetic amino acids results in reduced energy and nitrogen digestibility and reduced daily nitrogen retention, but metabolizable energy is not changed",10.1093/jas/skaf197,EXTERNALLY_VERIFIED,https://doi.org/10.1093/jas/skaf197,1,4,total collection in metabolism crates,0,4,0,"Replacement of soybean meal in diets for growing pigs with corn and synthetic amino acids results in reduced energy and nitrogen digestibility and reduced daily nitrogen retention, but metabolizable energy is not changed",https://doi.org/10.1093/jas/skaf197,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Cruz2020_CJYeast,development,4,Cruz_2020,2020,https://doi.org/10.1016/j.livsci.2019.103855,available_in_V44_study_index,Cyberlindnera jadinii yeast as a protein source for growing pigs: E protein and energy metabolism,10.1016/j.livsci.2019.103855,SOURCE_VERIFIED_V33,https://doi.org/10.1016/j.livsci.2019.103855,1,4,4-d total feces + urine with indirect calorimetry,0,0,4,,https://doi.org/10.1016/j.livsci.2019.103855,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Deng2007_LivSci,development,5,Deng_2007,2007,https://doi.org/10.1016/j.livsci.2007.01.122,available_in_V44_study_index,Nitrogen balance in barrows fed low-protein diets supplemented with essential amino acids,10.1016/j.livsci.2007.01.122,SOURCE_VERIFIED_V33,https://doi.org/10.1016/j.livsci.2007.01.122,1,5,total collection,5,0,0,,https://doi.org/10.1016/j.livsci.2007.01.122,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Do2017_RSM_WeaningToFinishing,development,5,Do_2017,2017,https://doi.org/10.5713/ajas.16.0953,available_in_V44_study_index,Various levels of rapeseed meal in weaning pig diets from weaning to finishing periods,10.5713/ajas.16.0953,EXTERNALLY_VERIFIED,https://doi.org/10.5713/ajas.16.0953,1,5,individual metabolic crates; 5-d adaptation plus 5-d feces and urine collection,0,0,5,Various levels of rapeseed meal in weaning pig diets from weaning to finishing periods,https://doi.org/10.5713/ajas.16.0953,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Drew2012_JAS_GlycemicIndex,development,3,Drew_2012,2012,10.2527/jas.2010-3458,available_in_V44_study_index,,,,,1,3,,0,0,3,,10.2527/jas.2010-3458,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Elsbernd2015_JAS,development,12,Elsbernd_2015,2015,,not_available_in_V44_study_index,"Comparison among gilts, physical castrates, entire males, and immunological castrates in terms of gr",10.2527/jas.2015-9295,SOURCE_VERIFIED_V33,https://doi.org/10.2527/jas.2015-9295,3,12,total collection,0,12,0,,10.2527/jas.2015-9295,v35_verified_metadata_registry,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Espinosa2021_JAS,development,7,Espinosa_2021,2021,https://doi.org/10.1093/jas/skab248,available_in_V44_study_index,"Effects of supplemental D-methionine in comparison to L-methionine on nitrogen retention, gut morpho",10.1093/jas/skab248,SOURCE_VERIFIED_V33,https://doi.org/10.1093/jas/skab248,1,7,total collection,0,7,0,,https://doi.org/10.1093/jas/skab248,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Galassi2010_AFST,development,4,Galassi_2010,2010,https://doi.org/10.1016/j.anifeedsci.2010.08.009,available_in_V44_study_index,"Effects of high fibre and low protein diets on performance, digestibility, nitrogen excretion and ammonia emission in the heavy pig",10.1016/j.anifeedsci.2010.08.009,SOURCE_VERIFIED_V33,https://doi.org/10.1016/j.anifeedsci.2010.08.009,1,4,7-d adaptation + 7-d total feces and urine collection in metabolism cages,0,0,4,,https://doi.org/10.1016/j.anifeedsci.2010.08.009,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Galassi2015_IJAS,development,3,Galassi_2015,2015,https://doi.org/10.4081/ijas.2015.4012,available_in_V44_study_index,Nitrogen and Energy Partitioning in Two Genetic Groups of Pigs Fed Low-Protein Diets at 130 kg Body Weight,10.4081/ijas.2015.4012,EXTERNALLY_VERIFIED,https://doi.org/10.4081/ijas.2015.4012,1,3,metabolic cages + respiration chambers; total separate feces and urine collection,0,0,3,Nitrogen and Energy Partitioning in Two Genetic Groups of Pigs Fed Low-Protein Diets at 130 kg Body Weight,https://doi.org/10.4081/ijas.2015.4012,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
GarciaValverde2007_LivSci,development,4,Garcia-Valverde_2007,2007,https://doi.org/10.1016/j.livsci.2007.01.161,available_in_V44_study_index,Effects of herbage ingestion on the digestion site and nitrogen balance in heavy Iberian pigs fed on an acorn-based diet,10.1016/j.livsci.2007.01.161,SOURCE_VERIFIED_V33,https://doi.org/10.1016/j.livsci.2007.01.161,4,4,Spot feces + total urine collection for N balance in metabolism cages,0,4,0,,https://doi.org/10.1016/j.livsci.2007.01.161,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
GeicsnekKoltay2022_Agriculture,development,24,GeicsnekKoltay2022_Agriculture,2022,https://doi.org/10.3390/agriculture12010094,available_in_V44_study_index,"Impacts of Age, Genotype and Feeding Low-Protein Diets on the N-Balance Parameters of Fattening Pigs",10.3390/agriculture12010094,SOURCE_VERIFIED_V33,https://doi.org/10.3390/agriculture12010094,4,24,,0,0,24,,https://doi.org/10.3390/agriculture12010094,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Goh2022_MCT_OA,development,5,Goh_2022,2022,https://doi.org/10.5713/ab.21.0469,available_in_V44_study_index,"Effects of medium chain triglycerides with organic acids on growth performance, fecal score, blood profiles, intestinal morphology, and nutrient digestibility in weaning pigs",10.5713/ab.21.0469,EXTERNALLY_VERIFIED,https://doi.org/10.5713/ab.21.0469,1,5,Total collection; 5-d adaptation + 5-d collection,0,0,5,"Effects of medium chain triglycerides with organic acids on growth performance, fecal score, blood profiles, intestinal morphology, and nutrient digestibility in weaning pigs",https://doi.org/10.5713/ab.21.0469,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Habeanu2019_Animals,development,1,Habeanu_2019,2019,https://doi.org/10.3390/ani9050234,available_in_V44_study_index,"Evaluation of Performance, Nitrogen Metabolism and Tissue Composition in Barrows Fed an n-3 PUFA-Rich Diet",10.3390/ani9050234,SOURCE_VERIFIED_V33,https://doi.org/10.3390/ani9050234,1,1,individual metabolic cages; 7-d adaptation followed by two quantitative feces and urine balance periods within a 3-week trial,1,0,0,,https://doi.org/10.3390/ani9050234,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Hernandez2011_Animal_LowCP,development,6,Hernandez_2011,2011,https://doi.org/10.1017/S1751731111000115,available_in_V44_study_index,"Effect of dietary crude protein levels in a commercial range, on the nitrogen balance, ammonia emission and pollutant characteristics of slurry in fattening pigs",10.1017/S1751731111000115,EXTERNALLY_VERIFIED,https://doi.org/10.1017/S1751731111000115,1,6,total collection,6,0,0,"Effect of dietary crude protein levels in a commercial range, on the nitrogen balance, ammonia emission and pollutant characteristics of slurry in fattening pigs",https://doi.org/10.1017/S1751731111000115,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Hlatini2020_SAJAS,development,6,Hlatini_2020,2020,https://doi.org/10.4314/sajas.v50i5.1,available_in_V44_study_index,Nitrogen balance response to varying levels of dietary protein in slow-growing Windsnyer pigs,10.4314/sajas.v50i5.1,SOURCE_VERIFIED_V33,https://doi.org/10.4314/sajas.v50i5.1,1,6,total collection,0,0,6,,https://doi.org/10.4314/sajas.v50i5.1,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Hollis2025_JAS_BenzoicAcid,development,4,"Kim et al., 2025",2025,10.1093/jas/skaf101,available_in_V44_study_index,,,,,1,4,individual metabolic crates; 8-d collection; treatment least-squares means,0,4,0,,10.1093/jas/skaf101,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Htoo2007_LPHB,development,4,Htoo_2007,2007,,not_available_in_V44_study_index,The effect of feeding low-phytate hulless barley-soyabean meal diets differing in protein content to growing pigs on phosphorus and nitrogen excretion,10.22358/jafs/66726/2007,EXTERNALLY_VERIFIED,https://doi.org/10.22358/jafs/66726/2007,1,4,metabolism crate total collection,0,0,4,The effect of feeding low-phytate hulless barley-soyabean meal diets differing in protein content to growing pigs on phosphorus and nitrogen excretion,10.22358/jafs/66726/2007,v35_verified_metadata_registry,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Hu2022_AnimBiosci_AARelease,development,6,Hu_2022,2022,10.5713/ab.21.0142,available_in_V44_study_index,,,,,1,6,,6,0,0,,10.5713/ab.21.0142,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Hu2024_AnimalNutrition_YeastCulture,development,2,Hu_2024,2024,10.1016/j.aninu.2024.05.010,available_in_V44_study_index,,,,,1,2,,2,0,0,,10.1016/j.aninu.2024.05.010,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Jang2020_LivSci,development,5,Jang_2020,2020,https://doi.org/10.1016/j.livsci.2020.104041,available_in_V44_study_index,Effects of increasing levels of palm kernel meal containing β-mannanase to growing-finishing pig die,10.1016/j.livsci.2020.104041,SOURCE_VERIFIED_V33,https://doi.org/10.1016/j.livsci.2020.104041,1,5,total collection,0,0,5,,https://doi.org/10.1016/j.livsci.2020.104041,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Jin2016_AJAS_Mealworm_Weaned,development,5,Jin_2016,2016,10.5713/ajas.15.0535,available_in_V44_study_index,,,,,1,5,,0,5,0,,10.5713/ajas.15.0535,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Ju2008_AJAS_LysineSources,development,4,Ju_2008,2008,No DOI; local primary full text,available_in_V44_study_index,,,,,1,4,,0,4,0,,No DOI; local primary full text,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority. No canonical title was carried forward here because the same Study_ID was not present in the v35 title registry; use Author_Year and DOI/link where available.
Kim2020_JAST,development,6,Kim_2020,2020,https://doi.org/10.5187/jast.2020.62.5.659,available_in_V44_study_index,"Effects of different levels of crude protein and protease on nitrogen utilization, nutrient digestibility, and growth performance in growing pigs",10.5187/jast.2020.62.5.659,EXTERNALLY_VERIFIED,https://doi.org/10.5187/jast.2020.62.5.659,1,6,metabolism cage total collection,0,6,0,"Effects of different levels of crude protein and protease on nitrogen utilization, nutrient digestibility, and growth performance in growing pigs",https://doi.org/10.5187/jast.2020.62.5.659,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Kong2016_AFST,development,5,Kong_2016,2016,https://doi.org/10.1016/j.anifeedsci.2016.03.011,available_in_V44_study_index,Relative bioavailability of DL-methionine compared with L-methionine fed to nursery pigs,10.1016/j.anifeedsci.2016.03.011,EXTERNALLY_VERIFIED,https://doi.org/10.1016/j.anifeedsci.2016.03.011,1,5,5-d total urine/feces collection in metabolism cages,0,0,5,Relative bioavailability of DL-methionine compared with L-methionine fed to nursery pigs,https://doi.org/10.1016/j.anifeedsci.2016.03.011,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Kong2016_PeerJ,development,5,Kong_2016,2016,https://doi.org/10.7717/peerj.2368,available_in_V44_study_index,Bioavailability of D-methionine relative to L-methionine for nursery pigs using the slope-ratio assa,10.7717/peerj.2368,SOURCE_VERIFIED_V33,https://doi.org/10.7717/peerj.2368,1,5,total collection,0,0,5,,https://doi.org/10.7717/peerj.2368,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Koo2018_FermentedGrain,development,6,Koo_2018,2018,https://doi.org/10.1093/jas/sky344,available_in_V44_study_index,Energy content and nutrient digestibility of diets containing Lactobacillus–fermented barley or wheat,10.1093/jas/sky344,SOURCE_VERIFIED_V33,https://doi.org/10.1093/jas/sky344,1,6,10-d adaptation + 5-d total feces/urine collection,0,0,6,,https://doi.org/10.1093/jas/sky344,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Koo2020_JAS,development,4,Koo_2020,2020,https://doi.org/10.1093/jas/skaa124,available_in_V44_study_index,"Society of Animal Science. All rights reserved. For permissions, please e-mail:",10.1093/jas/skaa124,SOURCE_VERIFIED_V33,https://doi.org/10.1093/jas/skaa124,1,4,7-d adaptation + 5-d total feces/urine collection,0,0,4,,https://doi.org/10.1093/jas/skaa124,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Koopmans2012_JAS,development,2,Koopmans_2012,2012,https://doi.org/10.2527/jas.2010-3372,available_in_V44_study_index,"Effects of surplus dietary L-tryptophan on stress, immunology, behavior, and nitrogen retention in endotoxemic",10.2527/jas.2010-3372,SOURCE_VERIFIED_V33,https://doi.org/10.2527/jas.2010-3372,1,2,9-d total feces and urine collection in metabolic pens,0,0,2,,https://doi.org/10.2527/jas.2010-3372,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Kwon2020_JAS,development,8,Kwon_2020,2020,https://doi.org/10.1093/jas/skaa346,available_in_V44_study_index,"Society of Animal Science. All rights reserved. For permissions, please e-mail:",10.1093/jas/skaa346,SOURCE_VERIFIED_V33,https://doi.org/10.1093/jas/skaa346,3,8,total collection in metabolism crates,0,0,8,,https://doi.org/10.1093/jas/skaa346,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Lee2017_LivSci,development,3,Lee_2017,2017,https://doi.org/10.1016/j.livsci.2016.12.013,available_in_V44_study_index,Use of digestible rather than total amino acid in diet formulation increases nitrogen retention and reduces nitrogen excretion from pigs,10.1016/j.livsci.2016.12.013,SOURCE_VERIFIED_V33,https://doi.org/10.1016/j.livsci.2016.12.013,1,3,5-d adaptation + 5-d total feces/urine collection,0,0,3,,https://doi.org/10.1016/j.livsci.2016.12.013,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
Lee2024_JASB,development,6,Lee_2024,2024,https://doi.org/10.1186/s40104-024-01004-9,available_in_V44_study_index,"Pelleting and particle size reduction of corn increase net energy and digestibility of fiber, protei",10.1186/s40104-024-01004-9,SOURCE_VERIFIED_V33,https://doi.org/10.1186/s40104-024-01004-9,1,6,total collection in calorimeter chambers,0,0,6,,https://doi.org/10.1186/s40104-024-01004-9,V44_reviewer_ready_study_index,,V44 reviewer-ready Study_Index is the scope/identity authority for this public mapping; v35 title fields are supplied only when the same Study_ID was present in that earlier title/DOI registry.
