Realization,Block,Rotation,Source_unit,Record_ID,Pig_Ordinal
145,24,1,Cassava::RealV6_木薯_sample5,REALV6R_0325,1
145,24,1,Cassava::RealV6_木薯_sample6,REALV6R_0332,2
145,24,1,Cassava::RealV6_木薯_sample7,REALV6R_0339,3
145,24,1,Cassava::RealV6_木薯_sample8,REALV6R_0344,2
145,24,1,Cassava::RealV6_木薯_sample9,REALV6R_0350,2
145,24,1,Paddy rice::RealV6_稻谷_sample1,REALV6R_0363,3
145,24,1,Paddy rice::RealV6_稻谷_sample10,REALV6R_0415,1
145,24,1,Paddy rice::RealV6_稻谷_sample11,REALV6R_0425,5
145,24,1,Paddy rice::RealV6_稻谷_sample2,REALV6R_0372,6
145,24,1,Paddy rice::RealV6_稻谷_sample3,REALV6R_0376,4
145,24,1,Paddy rice::RealV6_稻谷_sample4,REALV6R_0380,2
145,24,1,Paddy rice::RealV6_稻谷_sample5,REALV6R_0388,4
145,24,1,Paddy rice::RealV6_稻谷_sample6,REALV6R_0392,2
145,24,1,Paddy rice::RealV6_稻谷_sample7,REALV6R_0398,2
145,24,1,Paddy rice::RealV6_稻谷_sample8,REALV6R_0405,3
145,24,1,Paddy rice::RealV6_稻谷_sample9,REALV6R_0409,1
145,24,1,Rapeseed cake::RealV6_菜籽饼_sample1,REALV6R_0003,3
145,24,1,Rapeseed cake::RealV6_菜籽饼_sample10,REALV6R_0055,1
145,24,1,Rapeseed cake::RealV6_菜籽饼_sample2,REALV6R_0012,6
145,24,1,Rapeseed cake::RealV6_菜籽饼_sample3,REALV6R_0017,5
145,24,1,Rapeseed cake::RealV6_菜籽饼_sample4,REALV6R_0023,5
145,24,1,Rapeseed cake::RealV6_菜籽饼_sample5,REALV6R_0026,2
145,24,1,Rapeseed cake::RealV6_菜籽饼_sample6,REALV6R_0033,3
145,24,1,Rapeseed cake::RealV6_菜籽饼_sample7,REALV6R_0041,5
145,24,1,Rapeseed cake::RealV6_菜籽饼_sample8,REALV6R_0047,5
145,24,1,Rapeseed cake::RealV6_菜籽饼_sample9,REALV6R_0054,6
145,24,1,Rice bran::RealV6_米糠_sample1,REALV6R_0122,2
145,24,1,Rice bran::RealV6_米糠_sample10,REALV6R_0175,1
145,24,1,Rice bran::RealV6_米糠_sample2,REALV6R_0130,4
145,24,1,Rice bran::RealV6_米糠_sample3,REALV6R_0133,1
145,24,1,Rice bran::RealV6_米糠_sample4,REALV6R_0140,2
145,24,1,Rice bran::RealV6_米糠_sample5,REALV6R_0147,3
145,24,1,Rice bran::RealV6_米糠_sample6,REALV6R_0154,4
145,24,1,Rice bran::RealV6_米糠_sample7,REALV6R_0162,6
145,24,1,Rice bran::RealV6_米糠_sample8,REALV6R_0167,5
145,24,1,Rice bran::RealV6_米糠_sample9,REALV6R_0173,5
145,24,1,Sorghum::RealV6_高粱_sample1,REALV6R_0246,6
145,24,1,Sorghum::RealV6_高粱_sample10,REALV6R_0299,5
145,24,1,Sorghum::RealV6_高粱_sample2,REALV6R_0252,6
145,24,1,Sorghum::RealV6_高粱_sample3,REALV6R_0256,4
145,24,1,Sorghum::RealV6_高粱_sample4,REALV6R_0264,6
145,24,1,Sorghum::RealV6_高粱_sample5,REALV6R_0268,4
145,24,1,Sorghum::RealV6_高粱_sample6,REALV6R_0274,4
145,24,1,Sorghum::RealV6_高粱_sample7,REALV6R_0279,3
145,24,1,Sorghum::RealV6_高粱_sample8,REALV6R_0288,6
145,24,1,Sorghum::RealV6_高粱_sample9,REALV6R_0293,5
145,24,1,Wheat bran::RealV6_小麦麸_sample1,REALV6R_0186,6
145,24,1,Wheat bran::RealV6_小麦麸_sample10,REALV6R_0239,5
145,24,1,Wheat bran::RealV6_小麦麸_sample2,REALV6R_0187,1
145,24,1,Wheat bran::RealV6_小麦麸_sample3,REALV6R_0198,6
145,24,1,Wheat bran::RealV6_小麦麸_sample4,REALV6R_0199,1
145,24,1,Wheat bran::RealV6_小麦麸_sample5,REALV6R_0208,4
145,24,1,Wheat bran::RealV6_小麦麸_sample6,REALV6R_0215,5
145,24,1,Wheat bran::RealV6_小麦麸_sample7,REALV6R_0222,6
145,24,1,Wheat bran::RealV6_小麦麸_sample8,REALV6R_0228,6
145,24,1,Wheat bran::RealV6_小麦麸_sample9,REALV6R_0232,4
145,24,1,Wheat::RealV6_小麦_sample1,REALV6R_0491,5
145,24,1,Wheat::RealV6_小麦_sample10,REALV6R_0545,5
145,24,1,Wheat::RealV6_小麦_sample2,REALV6R_0497,5
145,24,1,Wheat::RealV6_小麦_sample3,REALV6R_0501,3
145,24,1,Wheat::RealV6_小麦_sample4,REALV6R_0510,6
145,24,1,Wheat::RealV6_小麦_sample5,REALV6R_0511,1
145,24,1,Wheat::RealV6_小麦_sample6,REALV6R_0522,6
145,24,1,Wheat::RealV6_小麦_sample7,REALV6R_0525,3
145,24,1,Wheat::RealV6_小麦_sample8,REALV6R_0529,1
145,24,1,Wheat::RealV6_小麦_sample9,REALV6R_0537,3
146,24,2,Barley::RealV6_大麦_sample1,REALV6R_0065,5
146,24,2,Barley::RealV6_大麦_sample10,REALV6R_0119,5
146,24,2,Barley::RealV6_大麦_sample2,REALV6R_0069,3
146,24,2,Barley::RealV6_大麦_sample3,REALV6R_0074,2
146,24,2,Barley::RealV6_大麦_sample4,REALV6R_0083,5
146,24,2,Barley::RealV6_大麦_sample5,REALV6R_0090,6
146,24,2,Barley::RealV6_大麦_sample6,REALV6R_0091,1
146,24,2,Barley::RealV6_大麦_sample7,REALV6R_0098,2
146,24,2,Barley::RealV6_大麦_sample8,REALV6R_0108,6
146,24,2,Barley::RealV6_大麦_sample9,REALV6R_0111,3
146,24,2,Brown rice::RealV6_糙米_sample1,REALV6R_0428,2
146,24,2,Brown rice::RealV6_糙米_sample10,REALV6R_0482,2
146,24,2,Brown rice::RealV6_糙米_sample2,REALV6R_0435,3
146,24,2,Brown rice::RealV6_糙米_sample3,REALV6R_0443,5
146,24,2,Brown rice::RealV6_糙米_sample4,REALV6R_0447,3
146,24,2,Brown rice::RealV6_糙米_sample5,REALV6R_0455,5
146,24,2,Brown rice::RealV6_糙米_sample6,REALV6R_0461,5
146,24,2,Brown rice::RealV6_糙米_sample7,REALV6R_0466,4
146,24,2,Brown rice::RealV6_糙米_sample8,REALV6R_0473,5
146,24,2,Brown rice::RealV6_糙米_sample9,REALV6R_0478,4
146,24,2,Cassava::RealV6_木薯_sample1,REALV6R_0305,5
146,24,2,Cassava::RealV6_木薯_sample10,REALV6R_0357,3
146,24,2,Cassava::RealV6_木薯_sample2,REALV6R_0312,6
146,24,2,Cassava::RealV6_木薯_sample3,REALV6R_0316,4
146,24,2,Cassava::RealV6_木薯_sample4,REALV6R_0324,6
146,24,2,Cassava::RealV6_木薯_sample5,REALV6R_0330,6
146,24,2,Cassava::RealV6_木薯_sample6,REALV6R_0331,1
146,24,2,Cassava::RealV6_木薯_sample7,REALV6R_0341,5
146,24,2,Cassava::RealV6_木薯_sample8,REALV6R_0348,6
146,24,2,Cassava::RealV6_木薯_sample9,REALV6R_0352,4
146,24,2,Paddy rice::RealV6_稻谷_sample1,REALV6R_0365,5
146,24,2,Paddy rice::RealV6_稻谷_sample10,REALV6R_0417,3
146,24,2,Paddy rice::RealV6_稻谷_sample11,REALV6R_0422,2
146,24,2,Paddy rice::RealV6_稻谷_sample2,REALV6R_0367,1
146,24,2,Paddy rice::RealV6_稻谷_sample3,REALV6R_0377,5
146,24,2,Paddy rice::RealV6_稻谷_sample4,REALV6R_0383,5
146,24,2,Paddy rice::RealV6_稻谷_sample5,REALV6R_0387,3
146,24,2,Paddy rice::RealV6_稻谷_sample6,REALV6R_0393,3
146,24,2,Paddy rice::RealV6_稻谷_sample7,REALV6R_0402,6
146,24,2,Paddy rice::RealV6_稻谷_sample8,REALV6R_0403,1
146,24,2,Paddy rice::RealV6_稻谷_sample9,REALV6R_0411,3
146,24,2,Rapeseed cake::RealV6_菜籽饼_sample1,REALV6R_0004,4
146,24,2,Rapeseed cake::RealV6_菜籽饼_sample10,REALV6R_0060,6
146,24,2,Rapeseed cake::RealV6_菜籽饼_sample2,REALV6R_0011,5
146,24,2,Rapeseed cake::RealV6_菜籽饼_sample3,REALV6R_0018,6
146,24,2,Rapeseed cake::RealV6_菜籽饼_sample4,REALV6R_0019,1
146,24,2,Rapeseed cake::RealV6_菜籽饼_sample5,REALV6R_0030,6
146,24,2,Rapeseed cake::RealV6_菜籽饼_sample6,REALV6R_0032,2
146,24,2,Rapeseed cake::RealV6_菜籽饼_sample7,REALV6R_0040,4
146,24,2,Rapeseed cake::RealV6_菜籽饼_sample8,REALV6R_0043,1
146,24,2,Rapeseed cake::RealV6_菜籽饼_sample9,REALV6R_0049,1
146,24,2,Rice bran::RealV6_米糠_sample1,REALV6R_0125,5
146,24,2,Rice bran::RealV6_米糠_sample10,REALV6R_0176,2
146,24,2,Rice bran::RealV6_米糠_sample2,REALV6R_0129,3
146,24,2,Rice bran::RealV6_米糠_sample3,REALV6R_0134,2
146,24,2,Rice bran::RealV6_米糠_sample4,REALV6R_0143,5
146,24,2,Rice bran::RealV6_米糠_sample5,REALV6R_0145,1
146,24,2,Rice bran::RealV6_米糠_sample6,REALV6R_0151,1
146,24,2,Rice bran::RealV6_米糠_sample7,REALV6R_0159,3
146,24,2,Rice bran::RealV6_米糠_sample8,REALV6R_0164,2
146,24,2,Rice bran::RealV6_米糠_sample9,REALV6R_0172,4
146,24,2,Sorghum::RealV6_高粱_sample1,REALV6R_0242,2
146,24,2,Sorghum::RealV6_高粱_sample10,REALV6R_0300,6
146,24,2,Sorghum::RealV6_高粱_sample2,REALV6R_0248,2
146,24,2,Sorghum::RealV6_高粱_sample3,REALV6R_0257,5
146,24,2,Sorghum::RealV6_高粱_sample4,REALV6R_0263,5
146,24,2,Sorghum::RealV6_高粱_sample5,REALV6R_0269,5
146,24,2,Sorghum::RealV6_高粱_sample6,REALV6R_0275,5
146,24,2,Sorghum::RealV6_高粱_sample7,REALV6R_0278,2
146,24,2,Sorghum::RealV6_高粱_sample8,REALV6R_0285,3
146,24,2,Sorghum::RealV6_高粱_sample9,REALV6R_0292,4
146,24,2,Wheat bran::RealV6_小麦麸_sample1,REALV6R_0182,2
146,24,2,Wheat bran::RealV6_小麦麸_sample10,REALV6R_0238,4
146,24,2,Wheat bran::RealV6_小麦麸_sample2,REALV6R_0188,2
146,24,2,Wheat bran::RealV6_小麦麸_sample3,REALV6R_0197,5
146,24,2,Wheat bran::RealV6_小麦麸_sample4,REALV6R_0200,2
146,24,2,Wheat bran::RealV6_小麦麸_sample5,REALV6R_0206,2
146,24,2,Wheat bran::RealV6_小麦麸_sample6,REALV6R_0216,6
146,24,2,Wheat bran::RealV6_小麦麸_sample7,REALV6R_0217,1
146,24,2,Wheat bran::RealV6_小麦麸_sample8,REALV6R_0223,1
146,24,2,Wheat bran::RealV6_小麦麸_sample9,REALV6R_0234,6
146,24,2,Wheat::RealV6_小麦_sample1,REALV6R_0488,2
146,24,2,Wheat::RealV6_小麦_sample10,REALV6R_0544,4
146,24,2,Wheat::RealV6_小麦_sample2,REALV6R_0496,4
146,24,2,Wheat::RealV6_小麦_sample3,REALV6R_0500,2
146,24,2,Wheat::RealV6_小麦_sample4,REALV6R_0505,1
146,24,2,Wheat::RealV6_小麦_sample5,REALV6R_0514,4
146,24,2,Wheat::RealV6_小麦_sample6,REALV6R_0521,5
146,24,2,Wheat::RealV6_小麦_sample7,REALV6R_0528,6
146,24,2,Wheat::RealV6_小麦_sample8,REALV6R_0533,5
146,24,2,Wheat::RealV6_小麦_sample9,REALV6R_0539,5
147,24,3,Barley::RealV6_大麦_sample1,REALV6R_0066,6
147,24,3,Barley::RealV6_大麦_sample10,REALV6R_0117,3
147,24,3,Barley::RealV6_大麦_sample2,REALV6R_0071,5
147,24,3,Barley::RealV6_大麦_sample3,REALV6R_0073,1
147,24,3,Barley::RealV6_大麦_sample4,REALV6R_0080,2
147,24,3,Barley::RealV6_大麦_sample5,REALV6R_0089,5
147,24,3,Barley::RealV6_大麦_sample6,REALV6R_0094,4
147,24,3,Barley::RealV6_大麦_sample7,REALV6R_0100,4
147,24,3,Barley::RealV6_大麦_sample8,REALV6R_0106,4
147,24,3,Barley::RealV6_大麦_sample9,REALV6R_0112,4
147,24,3,Brown rice::RealV6_糙米_sample1,REALV6R_0427,1
147,24,3,Brown rice::RealV6_糙米_sample10,REALV6R_0483,3
147,24,3,Brown rice::RealV6_糙米_sample2,REALV6R_0437,5
147,24,3,Brown rice::RealV6_糙米_sample3,REALV6R_0442,4
147,24,3,Brown rice::RealV6_糙米_sample4,REALV6R_0446,2
147,24,3,Brown rice::RealV6_糙米_sample5,REALV6R_0453,3
147,24,3,Brown rice::RealV6_糙米_sample6,REALV6R_0460,4
147,24,3,Brown rice::RealV6_糙米_sample7,REALV6R_0464,2
147,24,3,Brown rice::RealV6_糙米_sample8,REALV6R_0469,1
147,24,3,Brown rice::RealV6_糙米_sample9,REALV6R_0477,3
147,24,3,Cassava::RealV6_木薯_sample1,REALV6R_0304,4
147,24,3,Cassava::RealV6_木薯_sample10,REALV6R_0358,4
147,24,3,Cassava::RealV6_木薯_sample2,REALV6R_0309,3
147,24,3,Cassava::RealV6_木薯_sample3,REALV6R_0313,1
147,24,3,Cassava::RealV6_木薯_sample4,REALV6R_0319,1
147,24,3,Cassava::RealV6_木薯_sample5,REALV6R_0327,3
147,24,3,Cassava::RealV6_木薯_sample6,REALV6R_0335,5
147,24,3,Cassava::RealV6_木薯_sample7,REALV6R_0340,4
147,24,3,Cassava::RealV6_木薯_sample8,REALV6R_0347,5
147,24,3,Cassava::RealV6_木薯_sample9,REALV6R_0353,5
147,24,3,Paddy rice::RealV6_稻谷_sample1,REALV6R_0366,6
147,24,3,Paddy rice::RealV6_稻谷_sample10,REALV6R_0416,2
147,24,3,Paddy rice::RealV6_稻谷_sample11,REALV6R_0421,1
147,24,3,Paddy rice::RealV6_稻谷_sample2,REALV6R_0368,2
147,24,3,Paddy rice::RealV6_稻谷_sample3,REALV6R_0374,2
147,24,3,Paddy rice::RealV6_稻谷_sample4,REALV6R_0381,3
147,24,3,Paddy rice::RealV6_稻谷_sample5,REALV6R_0390,6
147,24,3,Paddy rice::RealV6_稻谷_sample6,REALV6R_0395,5
147,24,3,Paddy rice::RealV6_稻谷_sample7,REALV6R_0401,5
147,24,3,Paddy rice::RealV6_稻谷_sample8,REALV6R_0407,5
147,24,3,Paddy rice::RealV6_稻谷_sample9,REALV6R_0410,2
147,24,3,Rapeseed cake::RealV6_菜籽饼_sample1,REALV6R_0002,2
147,24,3,Rapeseed cake::RealV6_菜籽饼_sample10,REALV6R_0057,3
147,24,3,Rapeseed cake::RealV6_菜籽饼_sample2,REALV6R_0010,4
147,24,3,Rapeseed cake::RealV6_菜籽饼_sample3,REALV6R_0015,3
147,24,3,Rapeseed cake::RealV6_菜籽饼_sample4,REALV6R_0020,2
147,24,3,Rapeseed cake::RealV6_菜籽饼_sample5,REALV6R_0027,3
147,24,3,Rapeseed cake::RealV6_菜籽饼_sample6,REALV6R_0034,4
147,24,3,Rapeseed cake::RealV6_菜籽饼_sample7,REALV6R_0038,2
147,24,3,Rapeseed cake::RealV6_菜籽饼_sample8,REALV6R_0044,2
147,24,3,Rapeseed cake::RealV6_菜籽饼_sample9,REALV6R_0053,5
147,24,3,Rice bran::RealV6_米糠_sample1,REALV6R_0121,1
147,24,3,Rice bran::RealV6_米糠_sample10,REALV6R_0179,5
147,24,3,Rice bran::RealV6_米糠_sample2,REALV6R_0127,1
147,24,3,Rice bran::RealV6_米糠_sample3,REALV6R_0138,6
147,24,3,Rice bran::RealV6_米糠_sample4,REALV6R_0139,1
147,24,3,Rice bran::RealV6_米糠_sample5,REALV6R_0146,2
147,24,3,Rice bran::RealV6_米糠_sample6,REALV6R_0153,3
147,24,3,Rice bran::RealV6_米糠_sample7,REALV6R_0157,1
147,24,3,Rice bran::RealV6_米糠_sample8,REALV6R_0165,3
147,24,3,Rice bran::RealV6_米糠_sample9,REALV6R_0174,6
147,24,3,Sorghum::RealV6_高粱_sample1,REALV6R_0241,1
147,24,3,Sorghum::RealV6_高粱_sample10,REALV6R_0298,4
147,24,3,Sorghum::RealV6_高粱_sample2,REALV6R_0251,5
147,24,3,Sorghum::RealV6_高粱_sample3,REALV6R_0258,6
147,24,3,Sorghum::RealV6_高粱_sample4,REALV6R_0261,3
147,24,3,Sorghum::RealV6_高粱_sample5,REALV6R_0267,3
147,24,3,Sorghum::RealV6_高粱_sample6,REALV6R_0273,3
147,24,3,Sorghum::RealV6_高粱_sample7,REALV6R_0277,1
147,24,3,Sorghum::RealV6_高粱_sample8,REALV6R_0286,4
147,24,3,Sorghum::RealV6_高粱_sample9,REALV6R_0289,1
147,24,3,Wheat bran::RealV6_小麦麸_sample1,REALV6R_0181,1
147,24,3,Wheat bran::RealV6_小麦麸_sample10,REALV6R_0237,3
147,24,3,Wheat bran::RealV6_小麦麸_sample2,REALV6R_0190,4
147,24,3,Wheat bran::RealV6_小麦麸_sample3,REALV6R_0193,1
147,24,3,Wheat bran::RealV6_小麦麸_sample4,REALV6R_0202,4
147,24,3,Wheat bran::RealV6_小麦麸_sample5,REALV6R_0209,5
147,24,3,Wheat bran::RealV6_小麦麸_sample6,REALV6R_0211,1
147,24,3,Wheat bran::RealV6_小麦麸_sample7,REALV6R_0219,3
147,24,3,Wheat bran::RealV6_小麦麸_sample8,REALV6R_0226,4
147,24,3,Wheat bran::RealV6_小麦麸_sample9,REALV6R_0230,2
147,24,3,Wheat::RealV6_小麦_sample1,REALV6R_0490,4
147,24,3,Wheat::RealV6_小麦_sample10,REALV6R_0546,6
147,24,3,Wheat::RealV6_小麦_sample2,REALV6R_0495,3
147,24,3,Wheat::RealV6_小麦_sample3,REALV6R_0503,5
147,24,3,Wheat::RealV6_小麦_sample4,REALV6R_0509,5
147,24,3,Wheat::RealV6_小麦_sample5,REALV6R_0513,3
147,24,3,Wheat::RealV6_小麦_sample6,REALV6R_0519,3
147,24,3,Wheat::RealV6_小麦_sample7,REALV6R_0523,1
147,24,3,Wheat::RealV6_小麦_sample8,REALV6R_0532,4
147,24,3,Wheat::RealV6_小麦_sample9,REALV6R_0535,1
148,24,4,Barley::RealV6_大麦_sample1,REALV6R_0062,2
148,24,4,Barley::RealV6_大麦_sample10,REALV6R_0116,2
148,24,4,Barley::RealV6_大麦_sample2,REALV6R_0070,4
148,24,4,Barley::RealV6_大麦_sample3,REALV6R_0078,6
148,24,4,Barley::RealV6_大麦_sample4,REALV6R_0082,4
148,24,4,Barley::RealV6_大麦_sample5,REALV6R_0087,3
148,24,4,Barley::RealV6_大麦_sample6,REALV6R_0092,2
148,24,4,Barley::RealV6_大麦_sample7,REALV6R_0099,3
148,24,4,Barley::RealV6_大麦_sample8,REALV6R_0105,3
148,24,4,Barley::RealV6_大麦_sample9,REALV6R_0110,2
148,24,4,Brown rice::RealV6_糙米_sample1,REALV6R_0432,6
148,24,4,Brown rice::RealV6_糙米_sample10,REALV6R_0486,6
148,24,4,Brown rice::RealV6_糙米_sample2,REALV6R_0433,1
148,24,4,Brown rice::RealV6_糙米_sample3,REALV6R_0444,6
148,24,4,Brown rice::RealV6_糙米_sample4,REALV6R_0448,4
148,24,4,Brown rice::RealV6_糙米_sample5,REALV6R_0454,4
148,24,4,Brown rice::RealV6_糙米_sample6,REALV6R_0462,6
148,24,4,Brown rice::RealV6_糙米_sample7,REALV6R_0467,5
148,24,4,Brown rice::RealV6_糙米_sample8,REALV6R_0472,4
148,24,4,Brown rice::RealV6_糙米_sample9,REALV6R_0475,1
148,24,4,Cassava::RealV6_木薯_sample1,REALV6R_0302,2
148,24,4,Cassava::RealV6_木薯_sample10,REALV6R_0355,1
148,24,4,Cassava::RealV6_木薯_sample2,REALV6R_0308,2
148,24,4,Cassava::RealV6_木薯_sample3,REALV6R_0317,5
148,24,4,Cassava::RealV6_木薯_sample4,REALV6R_0320,2
148,24,4,Cassava::RealV6_木薯_sample5,REALV6R_0328,4
148,24,4,Cassava::RealV6_木薯_sample6,REALV6R_0333,3
148,24,4,Cassava::RealV6_木薯_sample7,REALV6R_0338,2
148,24,4,Cassava::RealV6_木薯_sample8,REALV6R_0343,1
148,24,4,Cassava::RealV6_木薯_sample9,REALV6R_0351,3
148,24,4,Paddy rice::RealV6_稻谷_sample1,REALV6R_0362,2
148,24,4,Paddy rice::RealV6_稻谷_sample10,REALV6R_0419,5
148,24,4,Paddy rice::RealV6_稻谷_sample11,REALV6R_0424,4
148,24,4,Paddy rice::RealV6_稻谷_sample2,REALV6R_0369,3
148,24,4,Paddy rice::RealV6_稻谷_sample3,REALV6R_0373,1
148,24,4,Paddy rice::RealV6_稻谷_sample4,REALV6R_0379,1
148,24,4,Paddy rice::RealV6_稻谷_sample5,REALV6R_0389,5
148,24,4,Paddy rice::RealV6_稻谷_sample6,REALV6R_0394,4
148,24,4,Paddy rice::RealV6_稻谷_sample7,REALV6R_0400,4
148,24,4,Paddy rice::RealV6_稻谷_sample8,REALV6R_0408,6
148,24,4,Paddy rice::RealV6_稻谷_sample9,REALV6R_0412,4
148,24,4,Rapeseed cake::RealV6_菜籽饼_sample1,REALV6R_0001,1
148,24,4,Rapeseed cake::RealV6_菜籽饼_sample10,REALV6R_0056,2
148,24,4,Rapeseed cake::RealV6_菜籽饼_sample2,REALV6R_0009,3
148,24,4,Rapeseed cake::RealV6_菜籽饼_sample3,REALV6R_0014,2
148,24,4,Rapeseed cake::RealV6_菜籽饼_sample4,REALV6R_0022,4
148,24,4,Rapeseed cake::RealV6_菜籽饼_sample5,REALV6R_0029,5
148,24,4,Rapeseed cake::RealV6_菜籽饼_sample6,REALV6R_0036,6
148,24,4,Rapeseed cake::RealV6_菜籽饼_sample7,REALV6R_0042,6
148,24,4,Rapeseed cake::RealV6_菜籽饼_sample8,REALV6R_0048,6
148,24,4,Rapeseed cake::RealV6_菜籽饼_sample9,REALV6R_0051,3
148,24,4,Rice bran::RealV6_米糠_sample1,REALV6R_0124,4
148,24,4,Rice bran::RealV6_米糠_sample10,REALV6R_0177,3
148,24,4,Rice bran::RealV6_米糠_sample2,REALV6R_0132,6
148,24,4,Rice bran::RealV6_米糠_sample3,REALV6R_0135,3
148,24,4,Rice bran::RealV6_米糠_sample4,REALV6R_0144,6
148,24,4,Rice bran::RealV6_米糠_sample5,REALV6R_0148,4
148,24,4,Rice bran::RealV6_米糠_sample6,REALV6R_0156,6
148,24,4,Rice bran::RealV6_米糠_sample7,REALV6R_0158,2
148,24,4,Rice bran::RealV6_米糠_sample8,REALV6R_0166,4
148,24,4,Rice bran::RealV6_米糠_sample9,REALV6R_0171,3
148,24,4,Sorghum::RealV6_高粱_sample1,REALV6R_0243,3
148,24,4,Sorghum::RealV6_高粱_sample10,REALV6R_0297,3
148,24,4,Sorghum::RealV6_高粱_sample2,REALV6R_0247,1
148,24,4,Sorghum::RealV6_高粱_sample3,REALV6R_0253,1
148,24,4,Sorghum::RealV6_高粱_sample4,REALV6R_0262,4
148,24,4,Sorghum::RealV6_高粱_sample5,REALV6R_0270,6
148,24,4,Sorghum::RealV6_高粱_sample6,REALV6R_0276,6
148,24,4,Sorghum::RealV6_高粱_sample7,REALV6R_0281,5
148,24,4,Sorghum::RealV6_高粱_sample8,REALV6R_0283,1
148,24,4,Sorghum::RealV6_高粱_sample9,REALV6R_0291,3
148,24,4,Wheat bran::RealV6_小麦麸_sample1,REALV6R_0185,5
148,24,4,Wheat bran::RealV6_小麦麸_sample10,REALV6R_0236,2
148,24,4,Wheat bran::RealV6_小麦麸_sample2,REALV6R_0191,5
148,24,4,Wheat bran::RealV6_小麦麸_sample3,REALV6R_0195,3
148,24,4,Wheat bran::RealV6_小麦麸_sample4,REALV6R_0201,3
148,24,4,Wheat bran::RealV6_小麦麸_sample5,REALV6R_0205,1
148,24,4,Wheat bran::RealV6_小麦麸_sample6,REALV6R_0214,4
148,24,4,Wheat bran::RealV6_小麦麸_sample7,REALV6R_0218,2
148,24,4,Wheat bran::RealV6_小麦麸_sample8,REALV6R_0224,2
148,24,4,Wheat bran::RealV6_小麦麸_sample9,REALV6R_0233,5
148,24,4,Wheat::RealV6_小麦_sample1,REALV6R_0492,6
148,24,4,Wheat::RealV6_小麦_sample10,REALV6R_0542,2
148,24,4,Wheat::RealV6_小麦_sample2,REALV6R_0493,1
148,24,4,Wheat::RealV6_小麦_sample3,REALV6R_0502,4
148,24,4,Wheat::RealV6_小麦_sample4,REALV6R_0508,4
148,24,4,Wheat::RealV6_小麦_sample5,REALV6R_0512,2
148,24,4,Wheat::RealV6_小麦_sample6,REALV6R_0520,4
148,24,4,Wheat::RealV6_小麦_sample7,REALV6R_0526,4
148,24,4,Wheat::RealV6_小麦_sample8,REALV6R_0530,2
148,24,4,Wheat::RealV6_小麦_sample9,REALV6R_0536,2
149,24,5,Barley::RealV6_大麦_sample1,REALV6R_0064,4
149,24,5,Barley::RealV6_大麦_sample10,REALV6R_0115,1
149,24,5,Barley::RealV6_大麦_sample2,REALV6R_0072,6
149,24,5,Barley::RealV6_大麦_sample3,REALV6R_0076,4
149,24,5,Barley::RealV6_大麦_sample4,REALV6R_0084,6
149,24,5,Barley::RealV6_大麦_sample5,REALV6R_0086,2
149,24,5,Barley::RealV6_大麦_sample6,REALV6R_0096,6
149,24,5,Barley::RealV6_大麦_sample7,REALV6R_0097,1
149,24,5,Barley::RealV6_大麦_sample8,REALV6R_0104,2
149,24,5,Barley::RealV6_大麦_sample9,REALV6R_0109,1
149,24,5,Brown rice::RealV6_糙米_sample1,REALV6R_0429,3
149,24,5,Brown rice::RealV6_糙米_sample10,REALV6R_0484,4
149,24,5,Brown rice::RealV6_糙米_sample2,REALV6R_0436,4
149,24,5,Brown rice::RealV6_糙米_sample3,REALV6R_0441,3
149,24,5,Brown rice::RealV6_糙米_sample4,REALV6R_0450,6
149,24,5,Brown rice::RealV6_糙米_sample5,REALV6R_0451,1
149,24,5,Brown rice::RealV6_糙米_sample6,REALV6R_0459,3
149,24,5,Brown rice::RealV6_糙米_sample7,REALV6R_0468,6
149,24,5,Brown rice::RealV6_糙米_sample8,REALV6R_0474,6
149,24,5,Brown rice::RealV6_糙米_sample9,REALV6R_0476,2
149,24,5,Cassava::RealV6_木薯_sample1,REALV6R_0301,1
149,24,5,Cassava::RealV6_木薯_sample10,REALV6R_0356,2
149,24,5,Cassava::RealV6_木薯_sample2,REALV6R_0310,4
149,24,5,Cassava::RealV6_木薯_sample3,REALV6R_0315,3
149,24,5,Cassava::RealV6_木薯_sample4,REALV6R_0322,4
149,24,5,Cassava::RealV6_木薯_sample5,REALV6R_0326,2
149,24,5,Cassava::RealV6_木薯_sample6,REALV6R_0336,6
149,24,5,Cassava::RealV6_木薯_sample7,REALV6R_0337,1
149,24,5,Cassava::RealV6_木薯_sample8,REALV6R_0345,3
149,24,5,Cassava::RealV6_木薯_sample9,REALV6R_0354,6
149,24,5,Paddy rice::RealV6_稻谷_sample1,REALV6R_0361,1
149,24,5,Paddy rice::RealV6_稻谷_sample10,REALV6R_0420,6
149,24,5,Paddy rice::RealV6_稻谷_sample11,REALV6R_0423,3
149,24,5,Paddy rice::RealV6_稻谷_sample2,REALV6R_0370,4
149,24,5,Paddy rice::RealV6_稻谷_sample3,REALV6R_0375,3
149,24,5,Paddy rice::RealV6_稻谷_sample4,REALV6R_0384,6
149,24,5,Paddy rice::RealV6_稻谷_sample5,REALV6R_0386,2
149,24,5,Paddy rice::RealV6_稻谷_sample6,REALV6R_0391,1
149,24,5,Paddy rice::RealV6_稻谷_sample7,REALV6R_0399,3
149,24,5,Paddy rice::RealV6_稻谷_sample8,REALV6R_0406,4
